"
												1 Bed
														–
2 Beds										","
												Studio
														–
3 Beds										",1 Bed,2 Beds,3 Beds,4 Beds,Bedroom_Info,City_Rent,Full_Address,Property_Name_Rent,Rent_link,State_Rent,Studio,Type,Zip_code
,,"$1,614","$1,925",,,"[{'bedroom_type': 'Studio', 'price': '$1,535'}, {'bedroom_type': '1 Bed', 'price': '$1,614'}, {'bedroom_type': '2 Beds', 'price': '$1,925'}]",Inglewood,"3120 Hollypark Dr, Inglewood, CA 90305",Hollypark Knolls,https://www.apartments.com/hollypark-knolls-inglewood-ca/3k3yh1f/,CA,"$1,535",Apartment,90305
,,"$3,138","$4,307",,,"[{'bedroom_type': '1 Bed', 'price': '$3,138'}, {'bedroom_type': '2 Beds', 'price': '$4,307'}]",Los Angeles,"5710 E Crescent Park Park E, Los Angeles, CA 90094",Crescent Park at Playa Vista,https://www.apartments.com/crescent-park-at-playa-vista-los-angeles-ca/0frxwq3/,CA,,Apartment,90094
,,"$2,740","$3,601","$4,333",,"[{'bedroom_type': '1 Bed', 'price': '$2,740'}, {'bedroom_type': '2 Beds', 'price': '$3,601'}, {'bedroom_type': '3 Beds', 'price': '$4,333'}]",Larkspur,"100 Old Quarry Rd, Larkspur, CA 94939",Larkspur Courts,https://www.apartments.com/larkspur-courts-larkspur-ca/m4147gj/,CA,,Apartment,94939
,,"$1,895","$2,290",,,"[{'bedroom_type': '1 Bed', 'price': '$1,895'}, {'bedroom_type': '2 Beds', 'price': '$2,290'}]",Long Beach,"1613 Ximeno Ave, Long Beach, CA 90804",THE LANDING AT LONG BEACH,https://www.apartments.com/the-landing-at-long-beach-long-beach-ca/4thrt4l/,CA,,Apartment,90804
,,"$1,530",,,,"[{'bedroom_type': 'Studio', 'price': '$1,495'}, {'bedroom_type': '1 Bed', 'price': '$1,530'}, {'bedroom_type': '2 Beds', 'price': ''}]",La Mesa,"4341 Spring St, La Mesa, CA 91941",Chateau Spring Hill Apartments,https://www.apartments.com/chateau-spring-hill-apartments-la-mesa-ca/ec56bvp/,CA,"$1,495",Apartment,91941
,,"$1,383","$1,617",,,"[{'bedroom_type': '1 Bed', 'price': '$1,383'}, {'bedroom_type': '2 Beds', 'price': '$1,617'}]",Ontario,"3303 S Archibald Ave, Ontario, CA 91761",Terracina Apartment Homes,https://www.apartments.com/terracina-apartment-homes-ontario-ca/2v7lks8/,CA,,Apartment,91761
,,"$1,770","$2,235",,,"[{'bedroom_type': '1 Bed', 'price': '$1,770'}, {'bedroom_type': '2 Beds', 'price': '$2,235'}]",Chino Hills,"2400 Ridgeview Dr, Chino Hills, CA 91709",The Summit at Chino Hills,https://www.apartments.com/the-summit-at-chino-hills-chino-hills-ca/m9e7x7j/,CA,,Apartment,91709
,,,"$1,845","$1,995",,"[{'bedroom_type': '2 Beds', 'price': '$1,845'}, {'bedroom_type': '3 Beds', 'price': '$1,995'}]",Carmichael,"5959 Van Alstine Ave, Carmichael, CA 95608",Vista Torre,https://www.apartments.com/vista-torre-carmichael-ca/g2w9mrx/,CA,,Apartment,95608
,,"$2,450","$2,707","$3,000",,"[{'bedroom_type': 'Studio', 'price': ''}, {'bedroom_type': '1 Bed', 'price': '$2,450'}, {'bedroom_type': '2 Beds', 'price': '$2,707'}, {'bedroom_type': '3 Beds', 'price': '$3,000'}]",San Jose,"1255 Babb Ct, San Jose, CA 95125",Latitude 37,https://www.apartments.com/latitude-37-san-jose-ca/ejfzxdn/,CA,,Apartment,95125
,,"$2,806","$3,833",,,"[{'bedroom_type': '1 Bed', 'price': '$2,806'}, {'bedroom_type': '2 Beds', 'price': '$3,833'}]",Cupertino,"19608 Pruneridge Ave, Cupertino, CA 95014",Arioso Apartments,https://www.apartments.com/arioso-apartments-cupertino-ca/gzeb2cw/,CA,,Apartment,95014
,,"$1,614","$1,925",,,"[{'bedroom_type': 'Studio', 'price': '$1,535'}, {'bedroom_type': '1 Bed', 'price': '$1,614'}, {'bedroom_type': '2 Beds', 'price': '$1,925'}]",Inglewood,"3120 Hollypark Dr, Inglewood, CA 90305",Hollypark Knolls,https://www.apartments.com/hollypark-knolls-inglewood-ca/3k3yh1f/,CA,"$1,535",Apartment,90305
,,"$1,890","$2,590",,,"[{'bedroom_type': '1 Bed', 'price': '$1,890'}, {'bedroom_type': '2 Beds', 'price': '$2,590'}]",Los Angeles,"7077 Alvern St, Los Angeles, CA 90045",Playa Summit,https://www.apartments.com/playa-summit-los-angeles-ca/6qn3ezv/,CA,,Apartment,90045
,,"$2,723","$3,891",,,"[{'bedroom_type': '1 Bed', 'price': '$2,723'}, {'bedroom_type': '2 Beds', 'price': '$3,891'}]",Sunnyvale,"745 S Bernardo Ave, Sunnyvale, CA 94087",CITRA,https://www.apartments.com/citra-sunnyvale-ca/d71y2lh/,CA,,Apartment,94087
,,"$1,315","$1,645","$2,215",,"[{'bedroom_type': '1 Bed', 'price': '$1,315'}, {'bedroom_type': '2 Beds', 'price': '$1,645'}, {'bedroom_type': '3 Beds', 'price': '$2,215'}]",Elk Grove,"10270 E Taron Dr, Elk Grove, CA 95757",STONELAKE APARTMENTS HOMES,https://www.apartments.com/stonelake-apartments-homes-elk-grove-ca/72resmx/,CA,,Apartment,95757
,,,"$4,315",,,"[{'bedroom_type': '1 Bed', 'price': ''}, {'bedroom_type': '2 Beds', 'price': '$4,315'}]",Petaluma,"101 2nd St, Petaluma, CA 94952",Theatre Square Apartments,https://www.apartments.com/theatre-square-apartments-petaluma-ca/tfv2zj8/,CA,,Apartment,94952
,,"$1,265","$1,440",,,"[{'bedroom_type': '1 Bed', 'price': '$1,265'}, {'bedroom_type': '2 Beds', 'price': '$1,440'}]",Colton,"800 E Washington St, Colton, CA 92324",Nova Pointe Apartments,https://www.apartments.com/nova-pointe-apartments-colton-ca/qhfs50y/,CA,,Apartment,92324
,,"$2,231","$2,583","$3,058",,"[{'bedroom_type': '1 Bed', 'price': '$2,231'}, {'bedroom_type': '2 Beds', 'price': '$2,583'}, {'bedroom_type': '3 Beds', 'price': '$3,058'}]",San Jose,"4000 Ellmar Oaks Dr, San Jose, CA 95136",Sofi Waterford Park,https://www.apartments.com/sofi-waterford-park-san-jose-ca/1bzry84/,CA,,Apartment,95136
,,"$1,455","$1,690",,,"[{'bedroom_type': '1 Bed', 'price': '$1,455'}, {'bedroom_type': '2 Beds', 'price': '$1,690'}, {'bedroom_type': '3 Beds', 'price': ''}]",Rancho Cordova,"3250 Laurelhurst Dr, Rancho Cordova, CA 95670",AVION APARTMENTS,https://www.apartments.com/avion-apartments-rancho-cordova-ca/24xl99b/,CA,,Apartment,95670
,,"$1,250","$1,600",,,"[{'bedroom_type': 'Studio', 'price': '$1,150'}, {'bedroom_type': '1 Bed', 'price': '$1,250'}, {'bedroom_type': '2 Beds', 'price': '$1,600'}]",Palm Springs,"311 S Sunrise Way, Palm Springs, CA 92262",The Modern Cactus,https://www.apartments.com/the-modern-cactus-palm-springs-ca/gyqpbpw/,CA,"$1,150",Apartment,92262
,,"$1,250","$1,525",,,"[{'bedroom_type': '1 Bed', 'price': '$1,250'}, {'bedroom_type': '2 Beds', 'price': '$1,525'}]",Lancaster,"44045 15th St W, Lancaster, CA 93534",Racquet Club Apartments,https://www.apartments.com/racquet-club-apartments-lancaster-ca/47syp6k/,CA,,Apartment,93534
,,"$1,345","$1,492",,,"[{'bedroom_type': '1 Bed', 'price': '$1,345'}, {'bedroom_type': '2 Beds', 'price': '$1,492'}]",Colton,"1699 E Washington St, Colton, CA 92324",TIDES AT GRAND TERRACE,https://www.apartments.com/tides-at-grand-terrace-colton-ca/b4f64vb/,CA,,Apartment,92324
,,"$2,700","$4,160",,,"[{'bedroom_type': '1 Bed', 'price': '$2,700'}, {'bedroom_type': '2 Beds', 'price': '$4,160'}]",Los Angeles,"717 W Olympic Blvd, Los Angeles, CA 90015",717 Olympic,https://www.apartments.com/717-olympic-los-angeles-ca/vzswhzg/,CA,,Apartment,90015
,,"$2,395","$2,695","$3,495",,"[{'bedroom_type': '1 Bed', 'price': '$2,395'}, {'bedroom_type': '2 Beds', 'price': '$2,695'}, {'bedroom_type': '3 Beds', 'price': '$3,495'}]",Milpitas,"133 N Temple Dr, Milpitas, CA 95035",Spring Valley,https://www.apartments.com/spring-valley-milpitas-ca/js0mv85/,CA,,Apartment,95035
,,"$2,050","$2,450",,,"[{'bedroom_type': 'Studio', 'price': ''}, {'bedroom_type': '1 Bed', 'price': '$2,050'}, {'bedroom_type': '2 Beds', 'price': '$2,450'}]",Fremont,"34077 Paseo Padre Pky, Fremont, CA 94555",Northgate Savoy,https://www.apartments.com/northgate-savoy-fremont-ca/0ywbdz2/,CA,,Apartment,94555
,,"$2,040","$2,735",,,"[{'bedroom_type': '1 Bed', 'price': '$2,040'}, {'bedroom_type': '2 Beds', 'price': '$2,735'}]",San Jose,"1324 S Winchester, San Jose, CA 95128",Village of Taxco,https://www.apartments.com/village-of-taxco-san-jose-ca/3hjk1me/,CA,,Apartment,95128
,,"$1,567","$1,869",,,"[{'bedroom_type': '1 Bed', 'price': '$1,567'}, {'bedroom_type': '2 Beds', 'price': '$1,869'}, {'bedroom_type': '3 Beds', 'price': ''}]",Rancho Cucamonga,"10757 Lemon Ave, Rancho Cucamonga, CA 91737",Creekside Alta Loma,https://www.apartments.com/creekside-alta-loma-rancho-cucamonga-ca/22dm7cb/,CA,,Apartment,91737
,,"$1,823",,,,"[{'bedroom_type': 'Studio', 'price': '$1,275'}, {'bedroom_type': '1 Bed', 'price': '$1,823'}, {'bedroom_type': '2 Beds', 'price': ''}]",Northridge,"9500 Zelzah Ave, Northridge, CA 91325",Meridian Pointe,https://www.apartments.com/meridian-pointe-northridge-ca/vy06jtg/,CA,"$1,275",Apartment,91325
,,"$1,685","$2,080","$2,335",,"[{'bedroom_type': '1 Bed', 'price': '$1,685'}, {'bedroom_type': '2 Beds', 'price': '$2,080'}, {'bedroom_type': '3 Beds', 'price': '$2,335'}]",Lakewood,"12350 Del Amo Blvd, Lakewood, CA 90715",Vicino,https://www.apartments.com/vicino-lakewood-ca/dkq7dmh/,CA,,Apartment,90715
,,"$1,324","$1,510",,,"[{'bedroom_type': '1 Bed', 'price': '$1,324'}, {'bedroom_type': '2 Beds', 'price': '$1,510'}]",Orangevale,"9201 Madison Ave, Orangevale, CA 95662",The Hills,https://www.apartments.com/the-hills-orangevale-ca/1n2ss77/,CA,,Apartment,95662
,,,"$1,810","$2,070",,"[{'bedroom_type': '1 Bed', 'price': ''}, {'bedroom_type': '2 Beds', 'price': '$1,810'}, {'bedroom_type': '3 Beds', 'price': '$2,070'}]",Riverside,"5253 El Cerrito Dr, Riverside, CA 92507",Canyon Crest Views Apartments,https://www.apartments.com/canyon-crest-views-apartments-riverside-ca/75vfhqw/,CA,,Apartment,92507
,,"$3,403","$4,834",,,"[{'bedroom_type': 'Studio', 'price': '$3,149'}, {'bedroom_type': '1 Bed', 'price': '$3,403'}, {'bedroom_type': '2 Beds', 'price': '$4,834'}]",Redwood City,"299 Franklin St, Redwood City, CA 94063",Franklin 299,https://www.apartments.com/franklin-299-redwood-city-ca/lpr5ejg/,CA,"$3,149",Apartment,94063
,,"$1,250","$1,485",,,"[{'bedroom_type': '1 Bed', 'price': '$1,250'}, {'bedroom_type': '2 Beds', 'price': '$1,485'}]",Sacramento,"6430 Verner Ave, Sacramento, CA 95841",COPPER CREEK,https://www.apartments.com/copper-creek-sacramento-ca/txjbzwc/,CA,,Apartment,95841
,,"$2,431","$2,700","$3,203",,"[{'bedroom_type': '1 Bed', 'price': '$2,431'}, {'bedroom_type': '2 Beds', 'price': '$2,700'}, {'bedroom_type': '3 Beds', 'price': '$3,203'}]",Napa,"791 Vista Tulocay Ln, Napa, CA 94559",The Braydon Apartments,https://www.apartments.com/the-braydon-apartments-napa-ca/z1kxgxz/,CA,,Apartment,94559
,,"$1,045","$2,097",,,"[{'bedroom_type': 'Studio', 'price': '$1,231'}, {'bedroom_type': '1 Bed', 'price': '$1,045'}, {'bedroom_type': '2 Beds', 'price': '$2,097'}]",Van Nuys,"15454 Sherman Way, Van Nuys, CA 91406",San Regis Apartments,https://www.apartments.com/san-regis-apartments-van-nuys-ca/j6mfdj7/,CA,"$1,231",Apartment,91406
,,"$2,199","$2,499",,,"[{'bedroom_type': '1 Bed', 'price': '$2,199'}, {'bedroom_type': '2 Beds', 'price': '$2,499'}]",Sherman Oaks,"4735 Sepulveda Blvd, Sherman Oaks, CA 91403",VEDA,https://www.apartments.com/veda-sherman-oaks-ca/bt4sxfc/,CA,,Apartment,91403
,,"$1,916","$2,419",,,"[{'bedroom_type': '1 Bed', 'price': '$1,916'}, {'bedroom_type': '2 Beds', 'price': '$2,419'}, {'bedroom_type': '3 Beds', 'price': ''}]",Union City,"31770 Alvarado Blvd, Union City, CA 94587",Sofi Union City,https://www.apartments.com/sofi-union-city-union-city-ca/wpwbt6l/,CA,,Apartment,94587
,,"$1,900","$2,385","$2,900",,"[{'bedroom_type': '1 Bed', 'price': '$1,900'}, {'bedroom_type': '2 Beds', 'price': '$2,385'}, {'bedroom_type': '3 Beds', 'price': '$2,900'}]",Chula Vista,"2816 Cielo Circulo, Chula Vista, CA 91915",CasaLago Eastlake,https://www.apartments.com/casalago-eastlake-chula-vista-ca/ylpmnmr/,CA,,Apartment,91915
,,"$2,490","$3,145","$3,880",,"[{'bedroom_type': '1 Bed', 'price': '$2,490'}, {'bedroom_type': '2 Beds', 'price': '$3,145'}, {'bedroom_type': '3 Beds', 'price': '$3,880'}]",North Hollywood,"5440 Tujunga Ave, North Hollywood, CA 91601",NoHo 14,https://www.apartments.com/noho-14-north-hollywood-ca/xekh7xm/,CA,,Apartment,91601
,,"$1,485","$1,610","$1,985",,"[{'bedroom_type': '1 Bed', 'price': '$1,485'}, {'bedroom_type': '2 Beds', 'price': '$1,610'}, {'bedroom_type': '3 Beds', 'price': '$1,985'}]",Moreno Valley,"12640 Memorial Way, Moreno Valley, CA 92553",Fresco,https://www.apartments.com/fresco-moreno-valley-ca/dxr97ph/,CA,,Apartment,92553
,,"$1,650","$1,925",,,"[{'bedroom_type': '1 Bed', 'price': '$1,650'}, {'bedroom_type': '2 Beds', 'price': '$1,925'}]",Vallejo,"1107 Porter St, Vallejo, CA 94590",Bay Village,https://www.apartments.com/bay-village-vallejo-ca/mj77l4l/,CA,,Apartment,94590
,,"$1,320","$1,420",,,"[{'bedroom_type': '1 Bed', 'price': '$1,320'}, {'bedroom_type': '2 Beds', 'price': '$1,420'}]",Grand Terrace,"11750 Mount Vernon Ave, Grand Terrace, CA 92313",The Highlands at Grand Terrace,https://www.apartments.com/the-highlands-at-grand-terrace-grand-terrace-ca/gewbmyy/,CA,,Apartment,92313
,,"$1,990","$2,685","$3,595",,"[{'bedroom_type': 'Studio', 'price': '$1,825'}, {'bedroom_type': '1 Bed', 'price': '$1,990'}, {'bedroom_type': '2 Beds', 'price': '$2,685'}, {'bedroom_type': '3 Beds', 'price': '$3,595'}]",Laguna Niguel,"26033 Cape Dr, Laguna Niguel, CA 92677",Broadstone Cavora,https://www.apartments.com/broadstone-cavora-laguna-niguel-ca/sxq0ds5/,CA,"$1,825",Apartment,92677
,,"$1,345","$1,395",,,"[{'bedroom_type': '1 Bed', 'price': '$1,345'}, {'bedroom_type': '2 Beds', 'price': '$1,395'}]",Moreno Valley,"12159 Calle Sombra, Moreno Valley, CA 92557",Sorelle,https://www.apartments.com/sorelle-moreno-valley-ca/87x9lz1/,CA,,Apartment,92557
,,"$1,575","$1,735",,,"[{'bedroom_type': 'Studio', 'price': '$1,380'}, {'bedroom_type': '1 Bed', 'price': '$1,575'}, {'bedroom_type': '2 Beds', 'price': '$1,735'}]",Escondido,"1501 E Grand Ave, Escondido, CA 92027",Solana at Grand,https://www.apartments.com/solana-at-grand-escondido-ca/gp0gp1y/,CA,"$1,380",Apartment,92027
,,"$2,306","$3,115",,,"[{'bedroom_type': 'Studio', 'price': '$1,991'}, {'bedroom_type': '1 Bed', 'price': '$2,306'}, {'bedroom_type': '2 Beds', 'price': '$3,115'}]",Los Angeles,"3183 Wilshire Blvd, Los Angeles, CA 90010",Wilshire Vermont,https://www.apartments.com/wilshire-vermont-los-angeles-ca/1kzq096/,CA,"$1,991",Apartment,90010
,,"$2,495","$3,390","$4,135",,"[{'bedroom_type': '1 Bed', 'price': '$2,495'}, {'bedroom_type': '2 Beds', 'price': '$3,390'}, {'bedroom_type': '3 Beds', 'price': '$4,135'}]",Pleasanton,"50 Vintage Cir, Pleasanton, CA 94566",Vintage Apartments,https://www.apartments.com/vintage-apartments-pleasanton-ca/rlk3hz2/,CA,,Apartment,94566
,,"$1,395","$1,400",,,"[{'bedroom_type': '1 Bed', 'price': '$1,395'}, {'bedroom_type': '2 Beds', 'price': '$1,400'}]",Murrieta,"24850 Hancock Ave, Murrieta, CA 92562",Waterstone At Murrieta Apartments,https://www.apartments.com/waterstone-at-murrieta-apartments-murrieta-ca/tj3w968/,CA,,Apartment,92562
,,"$1,974","$1,960","$2,619",,"[{'bedroom_type': '1 Bed', 'price': '$1,974'}, {'bedroom_type': '2 Beds', 'price': '$1,960'}, {'bedroom_type': '3 Beds', 'price': '$2,619'}]",Huntington Beach,"6401 Warner Ave, Huntington Beach, CA 92647",Ocean Breeze Villas,https://www.apartments.com/ocean-breeze-villas-huntington-beach-ca/c1x1zeg/,CA,,Apartment,92647
,,,"$1,635",,,"[{'bedroom_type': '1 Bed', 'price': ''}, {'bedroom_type': '2 Beds', 'price': '$1,635'}]",Oceanside,"3880 San Ramon Dr, Oceanside, CA 92057",River Oaks,https://www.apartments.com/river-oaks-oceanside-ca/szpnd37/,CA,,Apartment,92057
,,"$2,299","$2,799",,,"[{'bedroom_type': 'Studio', 'price': ''}, {'bedroom_type': '1 Bed', 'price': '$2,299'}, {'bedroom_type': '2 Beds', 'price': '$2,799'}]",Monrovia,"228 W Pomona Ave, Monrovia, CA 91016",MODA at Monrovia Station,https://www.apartments.com/moda-at-monrovia-station-monrovia-ca/fj1e0ls/,CA,,Apartment,91016
,,"$1,610","$1,890",,,"[{'bedroom_type': '1 Bed', 'price': '$1,610'}, {'bedroom_type': '2 Beds', 'price': '$1,890'}]",Ventura,"760 S Hill Rd, Ventura, CA 93003",Capes at Ventura,https://www.apartments.com/capes-at-ventura-ventura-ca/g6cfxdx/,CA,,Apartment,93003
,,"$1,960","$2,154","$3,160",,"[{'bedroom_type': '1 Bed', 'price': '$1,960'}, {'bedroom_type': '2 Beds', 'price': '$2,154'}, {'bedroom_type': '3 Beds', 'price': '$3,160'}]",Wilmington,"1500 W Pacific Coast Hwy, Wilmington, CA 90744",Solimar Luxury Villas,https://www.apartments.com/solimar-luxury-villas-wilmington-ca/wtc50zl/,CA,,Apartment,90744
,,"$1,955","$2,250","$2,805",,"[{'bedroom_type': '1 Bed', 'price': '$1,955'}, {'bedroom_type': '2 Beds', 'price': '$2,250'}, {'bedroom_type': '3 Beds', 'price': '$2,805'}]",Santa Clarita,"22900 Oak Ridge Dr, Santa Clarita, CA 91350",THE RETREAT,https://www.apartments.com/the-retreat-santa-clarita-ca/3d77xsd/,CA,,Apartment,91350
,,"$3,401","$4,230","$5,610",,"[{'bedroom_type': '1 Bed', 'price': '$3,401'}, {'bedroom_type': '2 Beds', 'price': '$4,230'}, {'bedroom_type': '3 Beds', 'price': '$5,610'}]",Foster City,"55 Triton Park Ln, Foster City, CA 94404",The Triton,https://www.apartments.com/the-triton-foster-city-ca/5ndw2xp/,CA,,Apartment,94404
,,"$1,641","$2,092","$2,870",,"[{'bedroom_type': '1 Bed', 'price': '$1,641'}, {'bedroom_type': '2 Beds', 'price': '$2,092'}, {'bedroom_type': '3 Beds', 'price': '$2,870'}]",Cypress,"4455 Casa Grande Cir, Cypress, CA 90630",CASA GRANDE APARTMENT HOMES,https://www.apartments.com/casa-grande-apartment-homes-cypress-ca/mv3gkth/,CA,,Apartment,90630
,,"$2,049","$2,439","$3,119",,"[{'bedroom_type': '1 Bed', 'price': '$2,049'}, {'bedroom_type': '2 Beds', 'price': '$2,439'}, {'bedroom_type': '3 Beds', 'price': '$3,119'}]",Woodland Hills,"5807 Topanga Canyon Blvd, Woodland Hills, CA 91367",Warner Villa,https://www.apartments.com/warner-villa-woodland-hills-ca/hgttbt2/,CA,,Apartment,91367
,,"$1,445","$1,520",,,"[{'bedroom_type': '1 Bed', 'price': '$1,445'}, {'bedroom_type': '2 Beds', 'price': '$1,520'}]",Corona,"1171 E Baywood Dr, Corona, CA 92881",Hensley at Corona Pointe Apartments,https://www.apartments.com/hensley-at-corona-pointe-apartments-corona-ca/h80fqb0/,CA,,Apartment,92881
,,"$1,547","$2,000",,,"[{'bedroom_type': '1 Bed', 'price': '$1,547'}, {'bedroom_type': '2 Beds', 'price': '$2,000'}]",Fullerton,"1261 Deerpark Dr, Fullerton, CA 92831",THE STREAMS,https://www.apartments.com/the-streams-fullerton-ca/5eqngpq/,CA,,Apartment,92831
,,"$1,523","$1,780",,,"[{'bedroom_type': '1 Bed', 'price': '$1,523'}, {'bedroom_type': '2 Beds', 'price': '$1,780'}]",Pittsburg,"1000 Pheasant Dr, Pittsburg, CA 94565",KIRKER CREEK,https://www.apartments.com/kirker-creek-pittsburg-ca/5zh5fjm/,CA,,Apartment,94565
,,"$1,332","$1,448",,,"[{'bedroom_type': '1 Bed', 'price': '$1,332'}, {'bedroom_type': '2 Beds', 'price': '$1,448'}]",Bermuda Dunes,"40300 Washington St, Bermuda Dunes, CA 92203",MIRABELLA,https://www.apartments.com/mirabella-bermuda-dunes-ca/8yf5880/,CA,,Apartment,92203
,,"$1,865","$2,185","$2,800",,"[{'bedroom_type': '1 Bed', 'price': '$1,865'}, {'bedroom_type': '2 Beds', 'price': '$2,185'}, {'bedroom_type': '3 Beds', 'price': '$2,800'}]",Vista,"501 W Bobier Dr, Vista, CA 92083",Skye Apartments,https://www.apartments.com/skye-apartments-vista-ca/pjvj6hv/,CA,,Apartment,92083
,,"$1,315","$1,535",,,"[{'bedroom_type': '1 Bed', 'price': '$1,315'}, {'bedroom_type': '2 Beds', 'price': '$1,535'}, {'bedroom_type': '3 Beds', 'price': ''}]",Rancho Cordova,"12499 Folsom Blvd, Rancho Cordova, CA 95742",OAK BROOK APARTMENTS,https://www.apartments.com/oak-brook-apartments-rancho-cordova-ca/eejb9pq/,CA,,Apartment,95742
,,"$2,283","$2,804",,,"[{'bedroom_type': '1 Bed', 'price': '$2,283'}, {'bedroom_type': '2 Beds', 'price': '$2,804'}]",Walnut Creek,"101 Hogan Ct, Walnut Creek, CA 94598",STONERIDGE LUXURY APARTMENTS,https://www.apartments.com/stoneridge-luxury-apartments-walnut-creek-ca/sdxhd44/,CA,,Apartment,94598
,,"$1,905",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,905'}, {'bedroom_type': '2 Beds', 'price': ''}]",Los Angeles,"117 S Avenue 64, Los Angeles, CA 90042",The Marq Apartments,https://www.apartments.com/the-marq-apartments-los-angeles-ca/1fgp8m5/,CA,,Apartment,90042
,,"$2,191","$2,869",,,"[{'bedroom_type': 'Studio', 'price': '$1,999'}, {'bedroom_type': '1 Bed', 'price': '$2,191'}, {'bedroom_type': '2 Beds', 'price': '$2,869'}]",Walnut Creek,"1555 Riviera Ave, Walnut Creek, CA 94596",15fifty5,https://www.apartments.com/15fifty5-walnut-creek-ca/53vtx3q/,CA,"$1,999",Apartment,94596
,,"$2,200","$3,050","$3,900",,"[{'bedroom_type': '1 Bed', 'price': '$2,200'}, {'bedroom_type': '2 Beds', 'price': '$3,050'}, {'bedroom_type': '3 Beds', 'price': '$3,900'}]",San Diego,"13385 Highlands Pl, San Diego, CA 92130",Sola,https://www.apartments.com/sola-san-diego-ca/n0xnw2m/,CA,,Apartment,92130
,,"$1,475","$1,674","$1,874",,"[{'bedroom_type': '1 Bed', 'price': '$1,475'}, {'bedroom_type': '2 Beds', 'price': '$1,674'}, {'bedroom_type': '3 Beds', 'price': '$1,874'}]",Folsom,"240 Natoma Station Dr, Folsom, CA 95630",WATERFORD PLACE,https://www.apartments.com/waterford-place-folsom-ca/bphqcpc/,CA,,Apartment,95630
,,"$2,250",,"$3,950",,"[{'bedroom_type': '1 Bed', 'price': '$2,250'}, {'bedroom_type': '2 Beds', 'price': ''}, {'bedroom_type': '3 Beds', 'price': '$3,950'}]",Glendale,"300 N Central Ave, Glendale, CA 91203",Legendary Glendale,https://www.apartments.com/legendary-glendale-glendale-ca/qrmyqmx/,CA,,Apartment,91203
,,"$1,565","$1,699","$2,265",,"[{'bedroom_type': '1 Bed', 'price': '$1,565'}, {'bedroom_type': '2 Beds', 'price': '$1,699'}, {'bedroom_type': '3 Beds', 'price': '$2,265'}]",Sacramento,"2900 Weald Way, Sacramento, CA 95833",Larkspur Woods,https://www.apartments.com/larkspur-woods-sacramento-ca/tkzr4h8/,CA,,Apartment,95833
,,,"$2,435","$2,885",,"[{'bedroom_type': '2 Beds', 'price': '$2,435'}, {'bedroom_type': '3 Beds', 'price': '$2,885'}]",Canoga Park,"21535 Roscoe Blvd, Canoga Park, CA 91304",The Verandas,https://www.apartments.com/the-verandas-canoga-park-ca/nsywq1n/,CA,,Apartment,91304
,,"$1,765","$2,245",,,"[{'bedroom_type': '1 Bed', 'price': '$1,765'}, {'bedroom_type': '2 Beds', 'price': '$2,245'}, {'bedroom_type': '3 Beds', 'price': ''}]",Rancho Cucamonga,"7828 Day Creek Blvd, Rancho Cucamonga, CA 91739",The Angelica Rancho Cucamonga,https://www.apartments.com/the-angelica-rancho-cucamonga-rancho-cucamonga-ca/mgwrn8h/,CA,,Apartment,91739
,,"$2,445","$3,058",,,"[{'bedroom_type': '1 Bed', 'price': '$2,445'}, {'bedroom_type': '2 Beds', 'price': '$3,058'}]",Walnut Creek,"1700 Botelho Dr, Walnut Creek, CA 94596",Ivy Hill,https://www.apartments.com/ivy-hill-walnut-creek-ca/mmc7gtl/,CA,,Apartment,94596
,,"$1,669","$2,043",,,"[{'bedroom_type': '1 Bed', 'price': '$1,669'}, {'bedroom_type': '2 Beds', 'price': '$2,043'}]",Rancho Cucamonga,"7922 Day Creek Blvd, Rancho Cucamonga, CA 91739",Victoria Arbors,https://www.apartments.com/victoria-arbors-rancho-cucamonga-ca/klgshhc/,CA,,Apartment,91739
,,"$1,720","$2,070",,,"[{'bedroom_type': '1 Bed', 'price': '$1,720'}, {'bedroom_type': '2 Beds', 'price': '$2,070'}]",Rowland Heights,"17800 E Colima Ave, Rowland Heights, CA 91748",Pheasant Ridge I,https://www.apartments.com/pheasant-ridge-i-rowland-heights-ca/b795dec/,CA,,Apartment,91748
,,"$1,250","$1,475",,,"[{'bedroom_type': '1 Bed', 'price': '$1,250'}, {'bedroom_type': '2 Beds', 'price': '$1,475'}, {'bedroom_type': '3 Beds', 'price': ''}]",Lakeside,"12605 Mapleview St, Lakeside, CA 92040",Ashwood Apartments,https://www.apartments.com/ashwood-apartments-lakeside-ca/b3v6c4c/,CA,,Apartment,92040
,,"$2,417","$3,040",,,"[{'bedroom_type': 'Studio', 'price': ''}, {'bedroom_type': '1 Bed', 'price': '$2,417'}, {'bedroom_type': '2 Beds', 'price': '$3,040'}, {'bedroom_type': '3 Beds', 'price': ''}]",Alhambra,"88 S Garfield Ave, Alhambra, CA 91801",88 at Alhambra Place,https://www.apartments.com/88-at-alhambra-place-alhambra-ca/klhdgpb/,CA,,Apartment,91801
