1 bed,City_Rent,Type,State_Rent,Zip_code,Full_Address,Rent_link,Bath_Info,Square_Feet_Data,Square_Feet,6 beds,2 beds,4 beds,3 beds,5 beds,Studio
,Los Angeles,Houses,CA,90049,"742 Moreno Ave Los Angeles, CA 90049",https://www.apartments.com/742-moreno-ave-los-angeles-ca/3gjgr9f/,1 bath,"1,000 sq ft","1,000",,4500,,,,
,Gardena,Houses,CA,90247,"1939 162nd W St Gardena, CA 90247",https://www.apartments.com/1939-162nd-w-st-gardena-ca/fp7dtpr/,2 baths,"1,500 sq ft","1,500",,,,2800,,
,Los Angeles,Houses,CA,90045,"8017 Holy Cross Plz Los Angeles, CA 90045",https://www.apartments.com/8017-holy-cross-plz-los-angeles-ca/3qrmq4f/,1 bath,"1,100 sq ft","1,100",,,,3550,,
,Los Angeles,Houses,CA,90045,"6353 W 82nd St Los Angeles, CA 90045",https://www.apartments.com/6353-w-82nd-st-los-angeles-ca/14cp2e7/,1 bath,"1,128 sq ft","1,128",,3900,,,,
,Winnetka,Houses,CA,91306,"8607 Delco Ave Winnetka, CA 91306",https://www.apartments.com/8607-delco-ave-winnetka-ca/v1mnwbg/,2 baths,"2,200 sq ft","2,200",,,4800,,,
,Oakland,Houses,CA,94618,"5723 Buena Vista Ave Oakland, CA 94618",https://www.apartments.com/5723-buena-vista-ave-oakland-ca/k8dd1b9/,1 bath,500 sq ft,500,,,,,,1950
,Sunnyvale,Houses,CA,94089,"1208 Manzano Way Sunnyvale, CA 94089",https://www.apartments.com/1208-manzano-way-sunnyvale-ca/klcele8/,1 bath,"1,000 sq ft","1,000",,,,3300,,
,San Diego,Houses,CA,92117,"5170 Cole St San Diego, CA 92117",https://www.apartments.com/5170-cole-st-san-diego-ca/6353fyt/,1.5 baths,"1,025 sq ft","1,025",,,,3499,,
,Daly City,Houses,CA,94015,"201 Skyline Dr Daly City, CA 94015",https://www.apartments.com/201-skyline-dr-daly-city-ca/42z4m7j/,1 bath,250 sq ft,250,,,,,,1790
,Los Angeles,Houses,CA,90016,"2512 S Harcourt Ave Los Angeles, CA 90016",https://www.apartments.com/2512-s-harcourt-ave-los-angeles-ca/dfy05kh/,2 baths,"1,209 sq ft","1,209",,,,3200,,
,Marina,Houses,CA,93933,"2969 Denali Marina, CA 93933",https://www.apartments.com/2969-denali-marina-ca/0fpts41/,2.5 baths,"1,509 sq ft","1,509",,,,3500,,
,Santa Barbara,Houses,CA,93101,"1935 Bath St Santa Barbara, CA 93101",https://www.apartments.com/1935-bath-st-santa-barbara-ca/130rbz6/,2 baths,"1,295 sq ft","1,295",,,,5195,,
,Palm Springs,Houses,CA,92262,"1333 E Via Escuela Palm Springs, CA 92262",https://www.apartments.com/1333-e-via-escuela-palm-springs-ca/czl29pg/,2.5 baths,"2,010 sq ft","2,010",,,8000,,,
,Northridge,Houses,CA,91325,"17771 Merridy St Northridge, CA 91325",https://www.apartments.com/17771-merridy-st-northridge-ca/jkxstz7/,2 baths,"2,110 sq ft","2,110",,,,3600,,
,Los Angeles,Houses,CA,90033,"1005 Tremont St Los Angeles, CA 90033",https://www.apartments.com/1005-tremont-st-los-angeles-ca/lm6c1ed/,1 bath,850 sq ft,850,,2300,,,,
,Los Angeles,Houses,CA,90007,"1187 Exposition Blvd Los Angeles, CA 90007",https://www.apartments.com/1187-exposition-blvd-los-angeles-ca/ktmq0ec/,1 bath,700 sq ft,700,,,,2500,,
,South San Francisco,Houses,CA,94080,"125 Camaritas Ave South San Francisco, CA 94080",https://www.apartments.com/125-camaritas-ave-south-san-francisco-ca/zc0190z/,1 bath,625 sq ft,625,,,,,,1850
,Sunnyvale,Houses,CA,94086,"940 Planetree Pl Sunnyvale, CA 94086",https://www.apartments.com/940-planetree-pl-sunnyvale-ca/48lxc8h/,2 baths,"1,200 sq ft","1,200",,,,5000,,
,Union City,Houses,CA,94587,"4524 Alvarado Blvd Union City, CA 94587",https://www.apartments.com/4524-alvarado-blvd-union-city-ca/1sgenm7/,3 baths,"2,144 sq ft","2,144",,,,,4300,
1600,San Francisco,Houses,CA,94112,"97 Tingley St San Francisco, CA 94112",https://www.apartments.com/97-tingley-st-san-francisco-ca/9tbghb6/,1 bath,800 sq ft,800,,2400,,,,
,Sacramento,Houses,CA,95817,"2101 39th St Sacramento, CA 95817",https://www.apartments.com/2101-39th-st-sacramento-ca/0hpw423/,1 bath,726 sq ft,726,,1930,,,,
,Burbank,Houses,CA,91504,"2931 Mystic View Pl Burbank, CA 91504",https://www.apartments.com/2931-mystic-view-pl-burbank-ca/h8myse0/,2 baths,"2,397 sq ft","2,397",,,,6900,,
,Yorba Linda,Houses,CA,92886,"4621 Avenida de las Estrell Yorba Linda, CA 92886",https://www.apartments.com/4621-avenida-de-las-estrell-yorba-linda-ca/5d0h1xp/,3 baths,"2,330 sq ft","2,330",,,3800,,,
,Redondo Beach,Houses,CA,90277,"730 N Paulina Ave Redondo Beach, CA 90277",https://www.apartments.com/730-n-paulina-ave-redondo-beach-ca/spk10b7/,4 baths,"2,800 sq ft","2,800",,,,,12500,
,San Francisco,Houses,CA,94121,"3638 Anza St San Francisco, CA 94121",https://www.apartments.com/3638-anza-st-san-francisco-ca/hkv49m0/,3 baths,"2,500 sq ft","2,500",,,,,7000,
,Sacramento,Houses,CA,95818,"2115 15th St Sacramento, CA 95818",https://www.apartments.com/2115-15th-st-sacramento-ca/1e0h2m6/,1.5 baths,"1,200 sq ft","1,200",,2300,,,,
,Venice,Houses,CA,90291,"883 Commonwealth Ave Venice, CA 90291",https://www.apartments.com/883-commonwealth-ave-venice-ca/5dnmtcm/,1 bath,984 sq ft,984,,4795,,,,
,Inglewood,Houses,CA,90301,"636 W Buckthorn St Inglewood, CA 90301",https://www.apartments.com/636-w-buckthorn-st-inglewood-ca/78ky7nx/,2 baths,"1,086 sq ft","1,086",,,,3400,,
2250,Forestville,Houses,CA,95436,"9870 River Rd Forestville, CA 95436",https://www.apartments.com/9870-river-rd-forestville-ca/zyzqfbz/,1 bath,600 sq ft,600,,,,,,
,Los Angeles,Houses,CA,90031,"239 S Ave 18 Los Angeles, CA 90031",https://www.apartments.com/239-s-ave-18-los-angeles-ca/7859hrw/,1 bath,700 sq ft,700,,2000,,,,
1500,San Diego,Houses,CA,92130,"12634 Portada Pl San Diego, CA 92130",https://www.apartments.com/12634-portada-pl-san-diego-ca/x5q273p/,1 bath,280 sq ft,280,,,,,,
,Oxnard,Houses,CA,93036,"712 Nile River Dr Oxnard, CA 93036",https://www.apartments.com/712-nile-river-dr-oxnard-ca/f5tqzgt/,1 bath,350 sq ft,350,,,,,,1800
,Fresno,Houses,CA,93727,"221 N Burgan Ave Fresno, CA 93727",https://www.apartments.com/221-n-burgan-ave-fresno-ca/b2j65kc/,2 baths,"1,469 sq ft","1,469",,,,2200,,
,Los Angeles,Houses,CA,90077,"1322 N Beverly Glen Blvd Los Angeles, CA 90077",https://www.apartments.com/1322-n-beverly-glen-blvd-los-angeles-ca/gsdffkw/,3 baths,"1,272 sq ft","1,272",,,,5995,,
,Van Nuys,Houses,CA,91405,"15216 Runnymede St Van Nuys, CA 91405",https://www.apartments.com/15216-runnymede-st-van-nuys-ca/etvzjbq/,1 bath,"1,170 sq ft","1,170",,,,3600,,
,Santa Clara,Houses,CA,95054,"3724 Edgefield Drive Santa Clara, CA 95054",https://www.apartments.com/3724-edgefield-drive-santa-clara-ca/4e16ryh/,2 baths,"1,660 sq ft","1,660",,,4195,,,
,Los Angeles,Houses,CA,90048,"6527 Hayes Dr Los Angeles, CA 90048",https://www.apartments.com/6527-hayes-dr-los-angeles-ca/xzl3lnp/,2 baths,"1,600 sq ft","1,600",,,,5900,,
,Los Angeles,Houses,CA,90291,"417 Westminster Ave Los Angeles, CA 90291",https://www.apartments.com/417-westminster-ave-los-angeles-ca/63y5lds/,1 bath,"1,050 sq ft","1,050",,4100,,,,
,Los Angeles,Houses,CA,90061,"341 W 124th St Los Angeles, CA 90061",https://www.apartments.com/341-w-124th-st-los-angeles-ca/mxnjbbh/,2 baths,"2,250 sq ft","2,250",,,,3500,,
6920,Hermosa Beach,Houses,CA,90254,"99 Hermosa Avenue Hermosa Beach, CA 90254",https://www.apartments.com/99-hermosa-avenue-hermosa-beach-ca/bhy4fhb/,1 bath,"2,400 sq ft","2,400",,,,,,
,Manhattan Beach,Houses,CA,90266,"409 16th St Manhattan Beach, CA 90266",https://www.apartments.com/409-16th-st-manhattan-beach-ca/3ez0zmf/,2 baths,"1,700 sq ft","1,700",,,,8000,,
,Pleasanton,Houses,CA,94566,"524 St John St Pleasanton, CA 94566",https://www.apartments.com/524-st-john-st-pleasanton-ca/f2csy2t/,2.5 baths,"1,690 sq ft","1,690",,,,6150,,
,Hayward,Houses,CA,94542,"297 Drummond Dr Hayward, CA 94542",https://www.apartments.com/297-drummond-dr-hayward-ca/fc51z1v/,4.5 baths,"3,462 sq ft","3,462",,,6900,,,
1475,Redwood City,Houses,CA,94063,"522 Scott Ave Redwood City, CA 94063",https://www.apartments.com/522-scott-ave-redwood-city-ca/pd39esv/,1 bath,265 sq ft,265,,,,,,
,Santa Monica,Houses,CA,90403,"1219 California Ave Santa Monica, CA 90403",https://www.apartments.com/1219-california-ave-santa-monica-ca/ljq4q3f/,2.5 baths,"1,800 sq ft","1,800",,,,6400,,
,Pasadena,Houses,CA,91103,"156 W Peoria St Pasadena, CA 91103",https://www.apartments.com/156-w-peoria-st-pasadena-ca/tfm3bgc/,2 baths,988 sq ft,988,,2995,,,,
,Lomita,Houses,CA,90717,"25223 Western Ave Lomita, CA 90717",https://www.apartments.com/25223-western-ave-lomita-ca/1xljt75/,1 bath,500 sq ft,500,,2225,,,,
2325,Los Angeles,Houses,CA,90004,"249 S Gramercy Pl Los Angeles, CA 90004",https://www.apartments.com/249-s-gramercy-pl-los-angeles-ca/pyb0q7t/,1 bath,850 sq ft,850,,,,,,
2150,Los Angeles,Houses,CA,90035,"9801 Vidor Dr Los Angeles, CA 90035",https://www.apartments.com/9801-vidor-dr-los-angeles-ca/3kqwlbd/,1 bath,750 sq ft,750,,,,,,
,Los Angeles,Houses,CA,90025,"1845 Pandora Ave Los Angeles, CA 90025",https://www.apartments.com/1845-pandora-ave-los-angeles-ca/l5qbv5f/,2 baths,"1,300 sq ft","1,300",,4550,,,,
1600,San Jose,Houses,CA,95122,"2747 Interlude St San Jose, CA 95122",https://www.apartments.com/2747-interlude-st-san-jose-ca/lzrxemd/,1 bath,300 sq ft,300,,,,,,
,Huntington Beach,Houses,CA,92648,"18551 Amalia Ln Huntington Beach, CA 92648",https://www.apartments.com/18551-amalia-ln-huntington-beach-ca/58pz2rp/,4.5 baths,"3,193 sq ft","3,193",,,,,6500,
,Los Angeles,Houses,CA,90731,"615 W 24th St Los Angeles, CA 90731",https://www.apartments.com/615-w-24th-st-los-angeles-ca/dxne3yk/,1 bath,950 sq ft,950,,2500,,,,
,Los Angeles,Houses,CA,90731,"613 W 24th St Los Angeles, CA 90731",https://www.apartments.com/613-w-24th-st-los-angeles-ca/hbbj4z0/,2 baths,"1,600 sq ft","1,600",,,,3500,,
,Lawndale,Houses,CA,90260,"4707 W 164th St Lawndale, CA 90260",https://www.apartments.com/4707-w-164th-st-lawndale-ca/qwf6b9y/,1 bath,700 sq ft,700,,2600,,,,
,Mount Shasta,Houses,CA,96067,"700 Valley Quail Dr Mount Shasta, CA 96067",https://www.apartments.com/700-valley-quail-dr-mount-shasta-ca/qkmnqdw/,1 bath,800 sq ft,800,,2200,,,,
,San Marcos,Houses,CA,92069,"683 Maybritt Cir San Marcos, CA 92069",https://www.apartments.com/683-maybritt-cir-san-marcos-ca/8ngb6s1/,2 baths,"1,524 sq ft","1,524",,,3400,,,
2750,Van Nuys,Houses,CA,91403,"4229 Van Nuys Blvd Van Nuys, CA 91403",https://www.apartments.com/4229-van-nuys-blvd-van-nuys-ca/mz5efwh/,1 bath,780 sq ft,780,,,,,,
950,Anaheim,Houses,CA,92804,"2145 W Cris Ave Anaheim, CA 92804",https://www.apartments.com/2145-w-cris-ave-anaheim-ca/712mwlw/,1 bath,100 sq ft,100,,,,,,
1950,Van Nuys,Houses,CA,91401,"6050 Greenbush Ave Van Nuys, CA 91401",https://www.apartments.com/6050-greenbush-ave-van-nuys-ca/tzl09eb/,1 bath,542 sq ft,542,,,,,,
,Manhattan Beach,Houses,CA,90266,"562 31st St Manhattan Beach, CA 90266",https://www.apartments.com/562-31st-st-manhattan-beach-ca/td1xml8/,3 baths,"2,100 sq ft","2,100",,,6900,,,
,Woodland Hills,Houses,CA,91367,"23031 Sylvan St Woodland Hills, CA 91367",https://www.apartments.com/23031-sylvan-st-woodland-hills-ca/fhe9s7v/,1 bath,775 sq ft,775,,,,,,1650
,Los Angeles,Houses,CA,90068,"3215 Velma Dr Los Angeles, CA 90068",https://www.apartments.com/3215-velma-dr-los-angeles-ca/z6yjd0x/,2 baths,"1,459 sq ft","1,459",,,,4950,,
2777,Hermosa Beach,Houses,CA,90254,"358 28th St Hermosa Beach, CA 90254",https://www.apartments.com/358-28th-st-hermosa-beach-ca/0xykfm1/,2 baths,777 sq ft,777,,,,,,
,Van Nuys,Houses,CA,91406,"7436 Amestoy Ave Van Nuys, CA 91406",https://www.apartments.com/7436-amestoy-ave-van-nuys-ca/j64r0q4/,2 baths,"1,600 sq ft","1,600",,,,3500,,
,Ventura,Houses,CA,93001,"60 W Ramona St Ventura, CA 93001",https://www.apartments.com/60-w-ramona-st-ventura-ca/36sbkgf/,1 bath,"1,000 sq ft","1,000",,,,2700,,
1050,San Jose,Houses,CA,95116,"986 Diana Ave San Jose, CA 95116",https://www.apartments.com/986-diana-ave-san-jose-ca/7dwlzry/,1 bath,110 sq ft,110,,,,,,
,Los Angeles,Houses,CA,90004,"339 N Hobart Blvd Los Angeles, CA 90004",https://www.apartments.com/339-n-hobart-blvd-los-angeles-ca/fretszt/,3 baths,"2,350 sq ft","2,350",,,5800,,,
,Marina del Rey,Houses,CA,90292,"841 Dickson St Marina del Rey, CA 90292",https://www.apartments.com/841-dickson-st-marina-del-rey-ca/dyyt8rj/,3 baths,"1,600 sq ft","1,600",,,,5500,,
,Monterey Park,Houses,CA,91754,"720 S Ynez Ave Monterey Park, CA 91754",https://www.apartments.com/720-s-ynez-ave-monterey-park-ca/7jthzsx/,3 baths,"1,915 sq ft","1,915",,,3500,,,
,Richmond,Houses,CA,94804,"2800 Roosevelt Ave Richmond, CA 94804",https://www.apartments.com/2800-roosevelt-ave-richmond-ca/fw7tyrv/,1 bath,"1,500 sq ft","1,500",,3500,,,,
1545,San Pedro,Houses,CA,90731,"435 N Mesa St San Pedro, CA 90731",https://www.apartments.com/435-n-mesa-st-san-pedro-ca/frpwejr/,1 bath,375 sq ft,375,,,,,,
,San Jose,Houses,CA,95124,"14901 Nelson Way San Jose, CA 95124",https://www.apartments.com/14901-nelson-way-san-jose-ca/9tdby64/,2 baths,"1,900 sq ft","1,900",,,,4350,,
,Mountain View,Houses,CA,94041,"818 Devoto St Mountain View, CA 94041",https://www.apartments.com/818-devoto-st-mountain-view-ca/qbe3ffz/,2 baths,"1,850 sq ft","1,850",,5450,,,,
,Studio City,Houses,CA,91604,"12826 Halkirk St Studio City, CA 91604",https://www.apartments.com/12826-halkirk-st-studio-city-ca/k7kny69/,2.5 baths,"1,726 sq ft","1,726",,,,7500,,
,Los Angeles,Houses,CA,90291,"218 Linnie Canal Los Angeles, CA 90291",https://www.apartments.com/218-linnie-canal-los-angeles-ca/l394fkg/,3 baths,"2,627 sq ft","2,627",,,10000,,,
,San Francisco,Houses,CA,94110,"774 Treat Ave San Francisco, CA 94110",https://www.apartments.com/774-treat-ave-san-francisco-ca/djsgtbh/,1 bath,740 sq ft,740,,3700,,,,
,Los Angeles,Houses,CA,90034,"3619 Dunn Dr Los Angeles, CA 90034",https://www.apartments.com/3619-dunn-dr-los-angeles-ca/ffm39zr/,1 bath,500 sq ft,500,,,,,,1750
,Los Angeles,Houses,CA,90068,"3516 Multiview Dr Los Angeles, CA 90068",https://www.apartments.com/3516-multiview-dr-los-angeles-ca/zprlbdy/,2 baths,"1,334 sq ft","1,334",,5950,,,,
2000,Long Beach,Houses,CA,90804,"1029 Obispo Ave Long Beach, CA 90804",https://www.apartments.com/1029-obispo-ave-long-beach-ca/lpbt9zd/,1 bath,600 sq ft,600,,,,,,1400
,Encino,Houses,CA,91436,"3532 Green Vista Dr Encino, CA 91436",https://www.apartments.com/3532-green-vista-dr-encino-ca/xt7mntm/,2.5 baths,"2,438 sq ft","2,438",,,8000,,,
2650,Los Angeles,Houses,CA,90049,"951 S Gretna Green Way Los Angeles, CA 90049",https://www.apartments.com/951-s-gretna-green-way-los-angeles-ca/m9wckdj/,1 bath,800 sq ft,800,,,,,,
,Glendale,Houses,CA,91201,"1161 Elm Ave Glendale, CA 91201",https://www.apartments.com/1161-elm-ave-glendale-ca/wv9lv9l/,1 bath,800 sq ft,800,,2500,,,,
,Los Angeles,Houses,CA,90045,"8305 Colegio Dr Los Angeles, CA 90045",https://www.apartments.com/8305-colegio-dr-los-angeles-ca/l50e4fd/,2 baths,"1,400 sq ft","1,400",,,,3500,,
,Los Angeles,Houses,CA,90064,"11802 Exposition Blvd Los Angeles, CA 90064",https://www.apartments.com/11802-exposition-blvd-los-angeles-ca/j52pdc6/,1 bath,420 sq ft,420,,,,,,2795
,Hanford,Houses,CA,93230,"335 E Ivy St Hanford, CA 93230",https://www.apartments.com/335-e-ivy-st-hanford-ca/80fvz33/,1 bath,800 sq ft,800,,2750,,,,
,Oroville,Houses,CA,95966,"1935 Fort Wayne Street Oroville, CA 95966",https://www.apartments.com/1935-fort-wayne-street-oroville-ca/wfv4khj/,2 baths,870 sq ft,870,,,,1100,,
,Cathedral City,Houses,CA,92234,"68725 Tachevah Dr Cathedral City, CA 92234",https://www.apartments.com/68725-tachevah-dr-cathedral-city-ca/l3bx5kf/,2 baths,"1,938 sq ft","1,938",,,,4795,,
,Rancho Palos Verdes,Houses,CA,90275,"27131 Grayslake Rd Rancho Palos Verdes, CA 90275",https://www.apartments.com/27131-grayslake-rd-rancho-palos-verdes-ca/s6psr44/,2 baths,"1,800 sq ft","1,800",,,4900,,,
,Los Gatos,Houses,CA,95032,"202 Thomas Dr Los Gatos, CA 95032",https://www.apartments.com/202-thomas-dr-los-gatos-ca/w7k7eql/,1.5 baths,"1,088 sq ft","1,088",,3700,,,,
,Alhambra,Houses,CA,91803,"811 S Marguerita Ave Alhambra, CA 91803",https://www.apartments.com/811-s-marguerita-ave-alhambra-ca/5rmcggq/,1 bath,"1,050 sq ft","1,050",,2300,,,,
,Los Angeles,Houses,CA,91436,"15707 Varden St Los Angeles, CA 91436",https://www.apartments.com/15707-varden-st-los-angeles-ca/bks7lhc/,3.5 baths,"2,900 sq ft","2,900",,,,,9500,
,Sunnyvale,Houses,CA,94086,"831 S Wolfe Rd Sunnyvale, CA 94086",https://www.apartments.com/831-s-wolfe-rd-sunnyvale-ca/r3d61r1/,3 baths,"2,028 sq ft","2,028",,,,,6000,
1700,Livermore,Houses,CA,94551,"592 Colusa Way Livermore, CA 94551",https://www.apartments.com/592-colusa-way-livermore-ca/crb12yd/,1 bath,420 sq ft,420,,,,,,
,San Jose,Houses,CA,95110,"1180 Palm St San Jose, CA 95110",https://www.apartments.com/1180-palm-st-san-jose-ca/x7fgjyn/,2 baths,"1,360 sq ft","1,360",,3100,,,,
,Ramona,Houses,CA,92065,"25122 Starlight Mountain Rd Ramona, CA 92065",https://www.apartments.com/25122-starlight-mountain-rd-ramona-ca/f4d0rkv/,1 bath,"1,250 sq ft","1,250",,,,3000,,
,Los Angeles,Houses,CA,90025,"2157 Patricia Ave Los Angeles, CA 90025",https://www.apartments.com/2157-patricia-ave-los-angeles-ca/n4egsxq/,2 baths,"1,186 sq ft","1,186",,4050,,,,
1750,Sunland,Houses,CA,91040,"8709 Fenwick St Sunland, CA 91040",https://www.apartments.com/8709-fenwick-st-sunland-ca/vsffxve/,1 bath,550 sq ft,550,,,,,,
,Menlo Park,Houses,CA,94025,"1029 Oakland Ave Menlo Park, CA 94025",https://www.apartments.com/1029-oakland-ave-menlo-park-ca/3vqsp5g/,2 baths,"1,540 sq ft","1,540",,,,4950,,
1800,Sunland,Houses,CA,91040,"8707 Fenwick St Sunland, CA 91040",https://www.apartments.com/8707-fenwick-st-sunland-ca/lzq6veg/,1 bath,550 sq ft,550,,,,,,
,Monrovia,Houses,CA,91016,"454 Monrovista Ave Monrovia, CA 91016",https://www.apartments.com/454-monrovista-ave-monrovia-ca/84fhz33/,1 bath,"1,000 sq ft","1,000",,2300,,,,
,Manhattan Beach,Houses,CA,90266,"416 24th St Manhattan Beach, CA 90266",https://www.apartments.com/416-24th-st-manhattan-beach-ca/hfqdjd3/,2 baths,"1,300 sq ft","1,300",,,,7000,,
,Los Angeles,Houses,CA,90062,"1447 W 56th St Los Angeles, CA 90062",https://www.apartments.com/1447-w-56th-st-los-angeles-ca/sp6zz55/,1 bath,800 sq ft,800,,2250,,,,
,Berkeley,Houses,CA,94704,"2406 Blake St Berkeley, CA 94704",https://www.apartments.com/2406-blake-st-berkeley-ca/kycsp19/,2 baths,"1,600 sq ft","1,600",,,,6000,,
1550,Los Angeles,Houses,CA,90008,"3937 Arlington Ave Los Angeles, CA 90008",https://www.apartments.com/3937-arlington-ave-los-angeles-ca/xxpks8p/,1 bath,900 sq ft,900,,,,,,
,Corona,Houses,CA,92883,"4288 Castlepeak Dr Corona, CA 92883",https://www.apartments.com/4288-castlepeak-dr-corona-ca/c6ve98e/,3 baths,"2,626 sq ft","2,626",,,,3800,,
2300,San Jose,Houses,CA,95125,"926 Hummingbird Dr San Jose, CA 95125",https://www.apartments.com/926-hummingbird-dr-san-jose-ca/00fyj71/,1 bath,600 sq ft,600,,,,,,
1750,Van Nuys,Houses,CA,91406,"7012 Aldea Ave Van Nuys, CA 91406",https://www.apartments.com/7012-aldea-ave-van-nuys-ca/26jg878/,1 bath,470 sq ft,470,,,,,,
,Inglewood,Houses,CA,90302,"814 Edgewood St Inglewood, CA 90302",https://www.apartments.com/814-edgewood-st-inglewood-ca/e93rpcn/,1 bath,900 sq ft,900,,2400,,,,
,Bellflower,Houses,CA,90706,"9935 Park St Bellflower, CA 90706",https://www.apartments.com/9935-park-st-bellflower-ca/sl7v6g5/,2 baths,"1,100 sq ft","1,100",,,,2700,,
,Sausalito,Houses,CA,94965,"45 Park Cir Sausalito, CA 94965",https://www.apartments.com/45-park-cir-sausalito-ca/pv3bvrr/,2 baths,"1,488 sq ft","1,488",,,4250,,,
,West Hills,Houses,CA,91304,"22934 Roscoe Blvd West Hills, CA 91304",https://www.apartments.com/22934-roscoe-blvd-west-hills-ca/4bby8eh/,3 baths,"1,750 sq ft","1,750",,,3950,,,
,Los Angeles,Houses,CA,90026,"1034 W Kensington Rd Los Angeles, CA 90026",https://www.apartments.com/1034-w-kensington-rd-los-angeles-ca/l6b1q3f/,1.5 baths,"2,400 sq ft","2,400",,,6500,,,
,Sacramento,Houses,CA,95821,"4401 Baron Ave Sacramento, CA 95821",https://www.apartments.com/4401-baron-ave-sacramento-ca/9vbk9b7/,1.5 baths,"1,263 sq ft","1,263",,,,2185,,
3500,Venice,Houses,CA,90291,"581 Grand Blvd Venice, CA 90291",https://www.apartments.com/581-grand-blvd-venice-ca/xs1sfpm/,2 baths,"1,360 sq ft","1,360",,,9500,6500,,
,Los Gatos,Houses,CA,95030,"17435 Farley Rd W Los Gatos, CA 95030",https://www.apartments.com/17435-farley-rd-w-los-gatos-ca/s2e5jk7/,1.5 baths,"1,300 sq ft","1,300",,,,3850,,
,Los Angeles,Houses,CA,90047,"1614 W Gage Ave Los Angeles, CA 90047",https://www.apartments.com/1614-w-gage-ave-los-angeles-ca/pw5bjzt/,1 bath,754 sq ft,754,,2300,,,,
,Hayward,Houses,CA,94541,"1556 E St Hayward, CA 94541",https://www.apartments.com/1556-e-st-hayward-ca/j2c8jt4/,3 baths,"4,000 sq ft","4,000",8000,,,,,
,Santa Clara,Houses,CA,95054,"4437 Laird Cir Santa Clara, CA 95054",https://www.apartments.com/4437-laird-cir-santa-clara-ca/lrd84dd/,3 baths,"1,600 sq ft","1,600",,,,4450,,
,Santa Rosa,Houses,CA,95405,"2239 Santa Fe Dr Santa Rosa, CA 95405",https://www.apartments.com/2239-santa-fe-dr-santa-rosa-ca/58yqgtq/,2 baths,"1,446 sq ft","1,446",,,,3450,,
,Hermosa Beach,Houses,CA,90254,"417 Ocean View Ave Hermosa Beach, CA 90254",https://www.apartments.com/417-ocean-view-ave-hermosa-beach-ca/584k7bn/,1 bath,850 sq ft,850,,,,3500,,
,Hermosa Beach,Houses,CA,90254,"27 16th St Hermosa Beach, CA 90254",https://www.apartments.com/27-16th-st-hermosa-beach-ca/8cgjhe3/,3 baths,"3,300 sq ft","3,300",,,19000,,,
,Venice,Houses,CA,90291,"825 Superba Ave Venice, CA 90291",https://www.apartments.com/825-superba-ave-venice-ca/k491x39/,3 baths,"2,500 sq ft","2,500",,,,,13000,
,Milpitas,Houses,CA,95035,"1266 N Hillview Dr Milpitas, CA 95035",https://www.apartments.com/1266-n-hillview-dr-milpitas-ca/w0f0dkj/,1 bath,400 sq ft,400,,,,,,1850
,Glendale,Houses,CA,91214,"3837 Cedarbend Dr Glendale, CA 91214",https://www.apartments.com/3837-cedarbend-dr-glendale-ca/3bllwsg/,1 bath,300 sq ft,300,,,,,,1500
,Santa Clara,Houses,CA,95051,"2433 Gallup Drive Santa Clara, CA 95051",https://www.apartments.com/2433-gallup-drive-santa-clara-ca/f2wdgjt/,3 baths,"1,920 sq ft","1,920",,,4495,,,
,Los Angeles,Houses,CA,90036,"359 S Highland Ave Los Angeles, CA 90036",https://www.apartments.com/359-s-highland-ave-los-angeles-ca/snl1vc4/,5 baths,"2,700 sq ft","2,700",,,,,7500,
,Oakland,Houses,CA,94619,"4137 Gregory St Oakland, CA 94619",https://www.apartments.com/4137-gregory-st-oakland-ca/fxyw9jt/,3 baths,"3,000 sq ft","3,000",,,5990,,,
1100,Millbrae,Houses,CA,94030,"1009 Sycamore Dr Millbrae, CA 94030",https://www.apartments.com/1009-sycamore-dr-millbrae-ca/f3fjpgr/,1 bath,"2,500 sq ft","2,500",,,,,,
,Los Angeles,Houses,CA,90024,"10841 Wilkins Ave Los Angeles, CA 90024",https://www.apartments.com/10841-wilkins-ave-los-angeles-ca/c0pvppg/,2.5 baths,"1,850 sq ft","1,850",,,,7000,,
,Los Angeles,Houses,CA,90016,"5607 Blackwelder St Los Angeles, CA 90016",https://www.apartments.com/5607-blackwelder-st-los-angeles-ca/lm552fg/,1 bath,758 sq ft,758,,2800,,,,
1885,San Diego,Houses,CA,92123,"3860 Murphy Canyon Rd San Diego, CA 92123",https://www.apartments.com/3860-murphy-canyon-rd-san-diego-ca/54vtxcq/,1 bath,675 sq ft,675,,,,,,
,Van Nuys,Houses,CA,91401,"5723 Stansbury Ave Van Nuys, CA 91401",https://www.apartments.com/5723-stansbury-ave-van-nuys-ca/51b1r6q/,2 baths,"1,600 sq ft","1,600",,,,3800,,
,Pasadena,Houses,CA,91103,"170 E Claremont St Pasadena, CA 91103",https://www.apartments.com/170-e-claremont-st-pasadena-ca/5z8ktrp/,1 bath,750 sq ft,750,,1599,,,,
,Los Angeles,Houses,CA,90045,"8012 Reading Ave Los Angeles, CA 90045",https://www.apartments.com/8012-reading-ave-los-angeles-ca/kcbr558/,3.5 baths,"2,292 sq ft","2,292",,,,6995,,
,San Francisco,Houses,CA,94103,"52 Gilbert St San Francisco, CA 94103",https://www.apartments.com/52-gilbert-st-san-francisco-ca/wpvj4kk/,2.5 baths,"2,400 sq ft","2,400",10000,,,,,
